,,DASE_C,,,,DASE_O,,,,AD_S,,,,POET_S,,,,NREL_S,,,,AD_N,,,,POET_N,,,,NREL_N,,,,CS_N,,,,GWC16,,,,GWC20,,,
,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
417,30369,1199.219074,1499.76469,284.857849,2724.908543,1198.988677,1505.322576,286.2116428,516.4419349,1202.893009,1382.975706,268.769575,2025.47536,1208.770674,1267.089267,94.80371833,188.8959005,1280.328491,1496.052736,211.6304467,2955.731472,869.1838994,993.1628683,163.2665277,1457.741748,871.9914168,914.0413902,62.03805862,157.5201688,907.0772676,1016.170284,138.4458865,1591.074434,880.8700177,1338.44856,375.9358671,518.3277359,540.8744018,542.5087924,56.84770849,83.38304288,535.0962468,535.8898699,62.91030616,140.7722295
418,30442,1199.219074,1499.765047,284.858691,2724.908543,1198.988677,1505.323168,286.212478,516.4419349,1202.893009,1382.975715,268.7700553,2025.475539,1208.770674,1267.089846,94.80445637,188.8959008,1280.328491,1496.052736,211.631205,2955.731472,869.1838994,993.1629093,163.2671417,1457.74175,871.991417,914.0416063,62.03869214,157.5201688,907.0772676,1016.170284,138.4464295,1591.074434,880.8700177,1338.44856,375.9369431,518.3277359,540.8744019,542.5088029,56.84783862,83.38310992,535.096247,535.8898854,62.91041731,140.7722396
419,30515,1199.219074,1499.765394,284.859533,2724.908543,1198.988677,1505.323745,286.2133132,516.4419349,1202.893009,1382.975723,268.7705357,2025.475718,1208.770674,1267.090409,94.80519442,188.8959012,1280.328491,1496.052736,211.6319633,2955.731472,869.1838994,993.1629491,163.2677557,1457.741752,871.9914172,914.0418165,62.03932567,157.5201688,907.0772676,1016.170284,138.4469725,1591.074434,880.8700177,1338.44856,375.938019,518.3277359,540.8744021,542.508813,56.84796874,83.38317696,535.0962471,535.8899003,62.91052845,140.7722497
420,30588,1199.219074,1499.765732,284.8603751,2724.908544,1198.988677,1505.324307,286.2141484,516.4419349,1202.893009,1382.975731,268.7710161,2025.475896,1208.770674,1267.090958,94.80593246,188.8959015,1280.328491,1496.052736,211.6327216,2955.731472,869.1838994,993.1629876,163.2683697,1457.741754,871.9914174,914.042021,62.03995919,157.5201688,907.0772676,1016.170284,138.4475155,1591.074434,880.8700177,1338.44856,375.9390949,518.3277359,540.8744022,542.5088228,56.84809887,83.38324399,535.0962472,535.8899147,62.9106396,140.7722598
421,30661,1199.219074,1499.766061,284.8612171,2724.908544,1198.988677,1505.324854,286.2149836,516.4419349,1202.893009,1382.975738,268.7714965,2025.476075,1208.770674,1267.091493,94.8066705,188.8959018,1280.328491,1496.052736,211.6334799,2955.731472,869.1838994,993.1630249,163.2689837,1457.741756,871.9914176,914.0422198,62.04059271,157.5201688,907.0772676,1016.170284,138.4480585,1591.074434,880.8700177,1338.44856,375.9401708,518.3277359,540.8744023,542.5088323,56.848229,83.38331103,535.0962474,535.8899287,62.91075074,140.7722699
422,30734,1199.219074,1499.766381,284.8620591,2724.908544,1198.988677,1505.325388,286.2158188,516.4419349,1202.893009,1382.975746,268.7719768,2025.476254,1208.770674,1267.092014,94.80740855,188.8959021,1280.328491,1496.052736,211.6342381,2955.731472,869.1838994,993.163061,163.2695977,1457.741758,871.9914177,914.0424131,62.04122623,157.5201688,907.0772676,1016.170284,138.4486015,1591.074434,880.8700177,1338.44856,375.9412467,518.3277359,540.8744025,542.5088414,56.84835913,83.38337807,535.0962475,535.8899422,62.91086189,140.77228
423,30807,1199.219074,1499.766693,284.8629011,2724.908544,1198.988677,1505.325908,286.216654,516.4419349,1202.893009,1382.975753,268.7724572,2025.476433,1208.770674,1267.092522,94.80814659,188.8959025,1280.328491,1496.052736,211.6349964,2955.731472,869.1838994,993.163096,163.2702117,1457.741759,871.9914179,914.0426011,62.04185976,157.5201688,907.0772676,1016.170284,138.4491445,1591.074434,880.8700177,1338.44856,375.9423226,518.3277359,540.8744026,542.5088502,56.84848926,83.38344511,535.0962476,535.8899553,62.91097303,140.7722901
424,30880,1199.219074,1499.766996,284.8637432,2724.908545,1198.988677,1505.326415,286.2174891,516.4419349,1202.893009,1382.97576,268.7729376,2025.476611,1208.770674,1267.093017,94.80888463,188.8959028,1280.328491,1496.052736,211.6357547,2955.731472,869.1838994,993.1631298,163.2708257,1457.741761,871.991418,914.042784,62.04249328,157.5201688,907.0772676,1016.170284,138.4496875,1591.074434,880.8700177,1338.44856,375.9433985,518.3277359,540.8744027,542.5088588,56.84861939,83.38351215,535.0962477,535.8899679,62.91108418,140.7723002
425,30953,1199.219074,1499.767291,284.8645852,2724.908545,1198.988677,1505.326909,286.2183243,516.4419349,1202.893009,1382.975766,268.7734179,2025.47679,1208.770674,1267.093499,94.80962267,188.8959031,1280.328491,1496.052736,211.636513,2955.731472,869.1838994,993.1631626,163.2714397,1457.741763,871.9914182,914.0429618,62.0431268,157.5201688,907.0772676,1016.170284,138.4502305,1591.074434,880.8700177,1338.44856,375.9444744,518.3277359,540.8744028,542.508867,56.84874951,83.38357918,535.0962478,535.8899801,62.91119532,140.7723103
426,31026,1199.219074,1499.767578,284.8654272,2724.908545,1198.988677,1505.32739,286.2191595,516.4419349,1202.893009,1382.975773,268.7738983,2025.476969,1208.770674,1267.093968,94.81036071,188.8959034,1280.328491,1496.052736,211.6372712,2955.731472,869.1838994,993.1631944,163.2720537,1457.741765,871.9914183,914.0431347,62.04376032,157.5201688,907.0772676,1016.170284,138.4507735,1591.074434,880.8700177,1338.44856,375.9455504,518.3277359,540.8744029,542.508875,56.84887964,83.38364622,535.0962479,535.8899919,62.91130647,140.7723204
427,31099,1199.219074,1499.767858,284.8662693,2724.908545,1198.988677,1505.327859,286.2199947,516.4419349,1202.893009,1382.975779,268.7743787,2025.477148,1208.770674,1267.094425,94.81109875,188.8959038,1280.328491,1496.052736,211.6380295,2955.731472,869.1838994,993.1632252,163.2726678,1457.741767,871.9914185,914.0433029,62.04439384,157.5201689,907.0772676,1016.170284,138.4513165,1591.074434,880.8700177,1338.44856,375.9466263,518.3277359,540.874403,542.5088827,56.84900977,83.38371326,535.096248,535.8900033,62.91141761,140.7723305
428,31172,1199.219074,1499.76813,284.8671113,2724.908546,1198.988677,1505.328316,286.2208299,516.4419349,1202.893009,1382.975785,268.774859,2025.477327,1208.770674,1267.094871,94.81183679,188.8959041,1280.328491,1496.052736,211.6387878,2955.731472,869.1838994,993.163255,163.2732818,1457.741769,871.9914186,914.0434665,62.04502735,157.5201689,907.0772676,1016.170284,138.4518595,1591.074434,880.8700177,1338.44856,375.9477022,518.3277359,540.8744031,542.5088901,56.8491399,83.3837803,535.0962481,535.8900144,62.91152876,140.7723406
429,31245,1199.219074,1499.768394,284.8679533,2724.908546,1198.988677,1505.328761,286.221665,516.4419349,1202.893009,1382.97579,268.7753394,2025.477505,1208.770674,1267.095305,94.81257483,188.8959044,1280.328491,1496.052736,211.639546,2955.731472,869.1838994,993.1632838,163.2738958,1457.741771,871.9914187,914.0436256,62.04566087,157.5201689,907.0772676,1016.170284,138.4524025,1591.074434,880.8700177,1338.44856,375.948778,518.3277359,540.8744032,542.5088973,56.84927003,83.38384734,535.0962481,535.890025,62.9116399,140.7723507
430,31318,1199.219074,1499.768652,284.8687953,2724.908546,1198.988677,1505.329195,286.2225002,516.4419349,1202.893009,1382.975796,268.7758198,2025.477684,1208.770674,1267.095728,94.81331286,188.8959048,1280.328491,1496.052736,211.6403043,2955.731472,869.1838994,993.1633118,163.2745098,1457.741773,871.9914188,914.0437803,62.04629439,157.5201689,907.0772676,1016.170284,138.4529455,1591.074434,880.8700177,1338.44856,375.9498539,518.3277359,540.8744033,542.5089042,56.84940015,83.38391438,535.0962482,535.8900354,62.91175105,140.7723608
431,31391,1199.219074,1499.768902,284.8696374,2724.908547,1198.988677,1505.329617,286.2233354,516.4419349,1202.893009,1382.975801,268.7763001,2025.477863,1208.770674,1267.09614,94.8140509,188.8959051,1280.328491,1496.052736,211.6410626,2955.731472,869.1838994,993.1633389,163.2751238,1457.741775,871.9914189,914.0439307,62.04692791,157.5201689,907.0772676,1016.170284,138.4534885,1591.074434,880.8700177,1338.44856,375.9509298,518.3277359,540.8744034,542.5089109,56.84953028,83.38398141,535.0962483,535.8900454,62.91186219,140.7723709
432,31464,1199.219074,1499.769146,284.8704794,2724.908547,1198.988677,1505.330029,286.2241706,516.4419349,1202.893009,1382.975806,268.7767805,2025.478042,1208.770674,1267.096541,94.81478894,188.8959054,1280.328491,1496.052736,211.6418209,2955.731472,869.1838994,993.1633651,163.2757378,1457.741777,871.991419,914.044077,62.04756143,157.5201689,907.0772676,1016.170284,138.4540315,1591.074434,880.8700177,1338.44856,375.9520057,518.3277359,540.8744035,542.5089173,56.84966041,83.38404845,535.0962484,535.890055,62.91197334,140.772381
433,31537,1199.219074,1499.769384,284.8713214,2724.908547,1198.988677,1505.330431,286.2250058,516.4419349,1202.893009,1382.975811,268.7772609,2025.47822,1208.770674,1267.096932,94.81552698,188.8959057,1280.328491,1496.052736,211.6425791,2955.731472,869.1838994,993.1633905,163.2763518,1457.741779,871.9914191,914.0442193,62.04819494,157.5201689,907.0772676,1016.170284,138.4545745,1591.074434,880.8700177,1338.44856,375.9530816,518.3277359,540.8744035,542.5089236,56.84979054,83.38411549,535.0962484,535.8900644,62.91208448,140.7723911
434,31610,1199.219074,1499.769615,284.8721634,2724.908547,1198.988677,1505.330822,286.2258409,516.4419349,1202.893009,1382.975816,268.7777412,2025.478399,1208.770674,1267.097313,94.81626501,188.8959061,1280.328491,1496.052736,211.6433374,2955.731472,869.1838994,993.1634151,163.2769658,1457.741781,871.9914192,914.0443577,62.04882846,157.5201689,907.0772676,1016.170284,138.4551175,1591.074434,880.8700177,1338.44856,375.9541575,518.3277359,540.8744036,542.5089296,56.84992067,83.38418253,535.0962485,535.8900734,62.91219563,140.7724012
435,31683,1199.219074,1499.769839,284.8730054,2724.908548,1198.988677,1505.331203,286.2266761,516.4419349,1202.893009,1382.97582,268.7782216,2025.478578,1208.770674,1267.097685,94.81700305,188.8959064,1280.328491,1496.052736,211.6440957,2955.731472,869.1838994,993.1634389,163.2775798,1457.741783,871.9914193,914.0444923,62.04946197,157.5201689,907.0772676,1016.170284,138.4556605,1591.074434,880.8700177,1338.44856,375.9552334,518.3277359,540.8744037,542.5089355,56.85005079,83.38424956,535.0962486,535.8900821,62.91230677,140.7724113
436,31756,1199.219074,1499.770058,284.8738475,2724.908548,1198.988677,1505.331574,286.2275113,516.4419349,1202.893009,1382.975825,268.778702,2025.478757,1208.770674,1267.098046,94.81774108,188.8959067,1280.328491,1496.052736,211.6448539,2955.731472,869.1838994,993.1634619,163.2781938,1457.741785,871.9914194,914.0446231,62.05009549,157.5201689,907.0772676,1016.170284,138.4562035,1591.074434,880.8700177,1338.44856,375.9563092,518.3277359,540.8744038,542.5089411,56.85018092,83.3843166,535.0962486,535.8900906,62.91241791,140.7724214
437,31829,1199.219074,1499.770271,284.8746895,2724.908548,1198.988677,1505.331936,286.2283465,516.4419349,1202.893009,1382.975829,268.7791823,2025.478935,1208.770674,1267.098398,94.81847912,188.8959071,1280.328491,1496.052736,211.6456122,2955.731472,869.1838994,993.1634843,163.2788078,1457.741787,871.9914195,914.0447504,62.050729,157.5201689,907.0772676,1016.170284,138.4567465,1591.074434,880.8700177,1338.44856,375.9573851,518.3277359,540.8744038,542.5089465,56.85031105,83.38438364,535.0962487,535.8900988,62.91252906,140.7724315
438,31902,1199.219074,1499.770478,284.8755315,2724.908548,1198.988677,1505.332289,286.2291816,516.4419349,1202.893009,1382.975833,268.7796627,2025.479114,1208.770674,1267.098742,94.81921715,188.8959074,1280.328491,1496.052736,211.6463705,2955.731472,869.1838994,993.1635059,163.2794218,1457.741789,871.9914196,914.0448742,62.05136252,157.5201689,907.0772676,1016.170284,138.4572895,1591.074434,880.8700177,1338.44856,375.958461,518.3277359,540.8744039,542.5089518,56.85044118,83.38445068,535.0962487,535.8901067,62.9126402,140.7724416
439,31975,1199.219074,1499.770679,284.8763735,2724.908549,1198.988677,1505.332632,286.2300168,516.4419349,1202.893009,1382.975837,268.780143,2025.479293,1208.770674,1267.099076,94.81995519,188.8959077,1280.328491,1496.052736,211.6471288,2955.731472,869.1838994,993.1635269,163.2800358,1457.741791,871.9914197,914.0449946,62.05199603,157.5201689,907.0772676,1016.170284,138.4578325,1591.074434,880.8700177,1338.44856,375.9595369,518.3277359,540.8744039,542.5089569,56.85057131,83.38451772,535.0962488,535.8901143,62.91275135,140.7724517
440,32048,1199.219074,1499.770876,284.8772155,2724.908549,1198.988677,1505.332967,286.230852,516.4419349,1202.893009,1382.975841,268.7806234,2025.479472,1208.770674,1267.099402,94.82069322,188.895908,1280.328491,1496.052736,211.647887,2955.731472,869.1838994,993.1635472,163.2806498,1457.741792,871.9914197,914.0451116,62.05262954,157.5201689,907.0772676,1016.170284,138.4583755,1591.074434,880.8700177,1338.44856,375.9606127,518.3277359,540.874404,542.5089618,56.85070143,83.38458475,535.0962488,535.8901217,62.91286249,140.7724618
441,32121,1199.219074,1499.771067,284.8780576,2724.908549,1198.988677,1505.333294,286.2316872,516.4419349,1202.893009,1382.975844,268.7811038,2025.47965,1208.770674,1267.099719,94.82143125,188.8959084,1280.328491,1496.052736,211.6486453,2955.731472,869.1838994,993.1635668,163.2812638,1457.741794,871.9914198,914.0452255,62.05326305,157.5201689,907.0772676,1016.170284,138.4589185,1591.074434,880.8700177,1338.44856,375.9616886,518.3277359,540.874404,542.5089665,56.85083156,83.38465179,535.0962489,535.8901288,62.91297364,140.7724719
442,32194,1199.219074,1499.771252,284.8788996,2724.90855,1198.988677,1505.333612,286.2325223,516.4419349,1202.893009,1382.975848,268.7815841,2025.479829,1208.770674,1267.100028,94.82216928,188.8959087,1280.328491,1496.052736,211.6494036,2955.731472,869.1838994,993.1635859,163.2818778,1457.741796,871.9914199,914.0453362,62.05389657,157.5201689,907.0772676,1016.170284,138.4594615,1591.074434,880.8700177,1338.44856,375.9627645,518.3277359,540.8744041,542.5089711,56.85096169,83.38471883,535.0962489,535.8901357,62.91308478,140.772482
443,32267,1199.219074,1499.771433,284.8797416,2724.90855,1198.988677,1505.333921,286.2333575,516.4419349,1202.893009,1382.975851,268.7820645,2025.480008,1208.770674,1267.10033,94.82290732,188.895909,1280.328491,1496.052736,211.6501618,2955.731472,869.1838994,993.1636043,163.2824918,1457.741798,871.9914199,914.0454439,62.05453008,157.5201689,907.0772676,1016.170284,138.4600045,1591.074434,880.8700177,1338.44856,375.9638403,518.3277359,540.8744041,542.5089755,56.85109182,83.38478587,535.096249,535.8901424,62.91319593,140.7724921
444,32340,1199.219074,1499.771609,284.8805836,2724.90855,1198.988677,1505.334223,286.2341927,516.4419349,1202.893009,1382.975855,268.7825449,2025.480187,1208.770674,1267.100623,94.82364535,188.8959093,1280.328491,1496.052736,211.6509201,2955.731472,869.1838994,993.1636221,163.2831058,1457.7418,871.99142,914.0455486,62.05516359,157.5201689,907.0772676,1016.170284,138.4605475,1591.074434,880.8700177,1338.44856,375.9649162,518.3277359,540.8744042,542.5089798,56.85122194,83.38485291,535.096249,535.8901489,62.91330707,140.7725022
445,32413,1199.219074,1499.77178,284.8814256,2724.90855,1198.988677,1505.334517,286.2350278,516.4419349,1202.893009,1382.975858,268.7830252,2025.480365,1208.770675,1267.100909,94.82438338,188.8959097,1280.328491,1496.052736,211.6516783,2955.731472,869.1838994,993.1636394,163.2837198,1457.741802,871.99142,914.0456505,62.0557971,157.5201689,907.0772676,1016.170284,138.4610904,1591.074434,880.8700177,1338.44856,375.9659921,518.3277359,540.8744042,542.5089839,56.85135207,83.38491994,535.0962491,535.8901551,62.91341822,140.7725123
446,32486,1199.219074,1499.771947,284.8822676,2724.908551,1198.988677,1505.334804,286.235863,516.4419349,1202.893009,1382.975861,268.7835056,2025.480544,1208.770675,1267.101187,94.82512141,188.89591,1280.328491,1496.052736,211.6524366,2955.731472,869.1838994,993.1636562,163.2843338,1457.741804,871.9914201,914.0457495,62.05643061,157.5201689,907.0772676,1016.170284,138.4616334,1591.074434,880.8700177,1338.44856,375.9670679,518.3277359,540.8744043,542.5089879,56.8514822,83.38498698,535.0962491,535.8901612,62.91352936,140.7725224
447,32559,1199.219074,1499.772109,284.8831096,2724.908551,1198.988677,1505.335083,286.2366982,516.4419349,1202.893009,1382.975864,268.783986,2025.480723,1208.770675,1267.101459,94.82585944,188.8959103,1280.328491,1496.052736,211.6531949,2955.731472,869.1838994,993.1636724,163.2849478,1457.741806,871.9914202,914.0458458,62.05706412,157.5201689,907.0772676,1016.170284,138.4621764,1591.074434,880.8700177,1338.44856,375.9681438,518.3277359,540.8744043,542.5089918,56.85161233,83.38505402,535.0962491,535.890167,62.9136405,140.7725325
448,32632,1199.219074,1499.772267,284.8839516,2724.908551,1198.988677,1505.335356,286.2375333,516.4419349,1202.893009,1382.975867,268.7844663,2025.480902,1208.770675,1267.101723,94.82659747,188.8959107,1280.328491,1496.052736,211.6539531,2955.731472,869.1838994,993.1636881,163.2855618,1457.741808,871.9914202,914.0459395,62.05769763,157.5201689,907.0772676,1016.170284,138.4627194,1591.074434,880.8700177,1338.44856,375.9692196,518.3277359,540.8744044,542.5089955,56.85174245,83.38512106,535.0962492,535.8901727,62.91375165,140.7725425
449,32705,1199.219074,1499.77242,284.8847937,2724.908551,1198.988677,1505.335621,286.2383685,516.4419349,1202.893009,1382.975869,268.7849467,2025.48108,1208.770675,1267.101981,94.8273355,188.895911,1280.328491,1496.052736,211.6547114,2955.731472,869.1838994,993.1637033,163.2861757,1457.74181,871.9914202,914.0460306,62.05833114,157.5201689,907.0772676,1016.170284,138.4632624,1591.074434,880.8700177,1338.44856,375.9702955,518.3277359,540.8744044,542.5089991,56.85187258,83.3851881,535.0962492,535.8901781,62.91386279,140.7725526
450,32778,1199.219074,1499.772569,284.8856357,2724.908552,1198.988677,1505.335879,286.2392037,516.4419349,1202.893009,1382.975872,268.785427,2025.481259,1208.770675,1267.102231,94.82807353,188.8959113,1280.328491,1496.052736,211.6554697,2955.731472,869.1838994,993.1637181,163.2867897,1457.741812,871.9914203,914.0461192,62.05896464,157.5201689,907.0772676,1016.170284,138.4638054,1591.074434,880.8700177,1338.44856,375.9713713,518.3277359,540.8744044,542.5090026,56.85200271,83.38525513,535.0962492,535.8901834,62.91397394,140.7725627
451,32851,1199.219074,1499.772715,284.8864777,2724.908552,1198.988677,1505.336131,286.2400388,516.4419349,1202.893009,1382.975874,268.7859074,2025.481438,1208.770675,1267.102476,94.82881155,188.8959116,1280.328491,1496.052736,211.6562279,2955.731472,869.1838994,993.1637323,163.2874037,1457.741814,871.9914203,914.0462053,62.05959815,157.5201689,907.0772676,1016.170284,138.4643484,1591.074434,880.8700177,1338.44856,375.9724472,518.3277359,540.8744045,542.5090059,56.85213284,83.38532217,535.0962493,535.8901885,62.91408508,140.7725728
452,32924,1199.219074,1499.772856,284.8873197,2724.908552,1198.988677,1505.336377,286.240874,516.4419349,1202.893009,1382.975877,268.7863878,2025.481617,1208.770675,1267.102714,94.82954958,188.895912,1280.328491,1496.052736,211.6569862,2955.731472,869.1838994,993.1637461,163.2880177,1457.741816,871.9914204,914.0462891,62.06023166,157.5201689,907.0772676,1016.170284,138.4648914,1591.074434,880.8700177,1338.44856,375.973523,518.3277359,540.8744045,542.5090092,56.85226296,83.38538921,535.0962493,535.8901935,62.91419623,140.7725829
453,32997,1199.219074,1499.772994,284.8881617,2724.908553,1198.988677,1505.336616,286.2417092,516.4419349,1202.893009,1382.975879,268.7868681,2025.481796,1208.770675,1267.102946,94.83028761,188.8959123,1280.328491,1496.052736,211.6577444,2955.731472,869.1838994,993.1637595,163.2886317,1457.741818,871.9914204,914.0463706,62.06086516,157.520169,907.0772676,1016.170284,138.4654344,1591.074434,880.8700177,1338.44856,375.9745988,518.3277359,540.8744045,542.5090123,56.85239309,83.38545625,535.0962493,535.8901983,62.91430737,140.772593
454,33070,1199.219074,1499.773128,284.8890037,2724.908553,1198.988677,1505.336849,286.2425443,516.4419349,1202.893009,1382.975881,268.7873485,2025.481974,1208.770675,1267.103172,94.83102563,188.8959126,1280.328491,1496.052736,211.6585027,2955.731472,869.1838994,993.1637725,163.2892457,1457.74182,871.9914205,914.0464499,62.06149867,157.520169,907.0772676,1016.170284,138.4659774,1591.074434,880.8700177,1338.44856,375.9756747,518.3277359,540.8744046,542.5090153,56.85252322,83.38552328,535.0962493,535.8902029,62.91441851,140.7726031
455,33143,1199.219074,1499.773258,284.8898457,2724.908553,1198.988677,1505.337076,286.2433795,516.4419349,1202.893009,1382.975884,268.7878288,2025.482153,1208.770675,1267.103392,94.83176366,188.895913,1280.328491,1496.052736,211.659261,2955.731472,869.1838994,993.163785,163.2898597,1457.741822,871.9914205,914.0465269,62.06213218,157.520169,907.0772676,1016.170284,138.4665204,1591.074434,880.8700177,1338.44856,375.9767505,518.3277359,540.8744046,542.5090183,56.85265335,83.38559032,535.0962494,535.8902074,62.91452966,140.7726132
456,33216,1199.219074,1499.773385,284.8906877,2724.908553,1198.988677,1505.337297,286.2442147,516.4419349,1202.893009,1382.975886,268.7883092,2025.482332,1208.770675,1267.103607,94.83250169,188.8959133,1280.328491,1496.052736,211.6600192,2955.731472,869.1838994,993.1637972,163.2904737,1457.741824,871.9914205,914.0466019,62.06276568,157.520169,907.0772676,1016.170284,138.4670634,1591.074434,880.8700177,1338.44856,375.9778264,518.3277359,540.8744046,542.5090211,56.85278347,83.38565736,535.0962494,535.8902117,62.9146408,140.7726233
457,33289,1199.219074,1499.773509,284.8915297,2724.908554,1198.988677,1505.337513,286.2450498,516.4419349,1202.893009,1382.975888,268.7887896,2025.482511,1208.770675,1267.103816,94.83323971,188.8959136,1280.328491,1496.052736,211.6607775,2955.731472,869.1838994,993.163809,163.2910877,1457.741826,871.9914206,914.0466748,62.06339918,157.520169,907.0772676,1016.170284,138.4676063,1591.074434,880.8700177,1338.44856,375.9789022,518.3277359,540.8744046,542.5090238,56.8529136,83.3857244,535.0962494,535.8902159,62.91475195,140.7726334
458,33362,1199.219074,1499.773629,284.8923717,2724.908554,1198.988677,1505.337723,286.245885,516.4419349,1202.893009,1382.97589,268.7892699,2025.482689,1208.770675,1267.104019,94.83397774,188.8959139,1280.328491,1496.052736,211.6615357,2955.731472,869.1838994,993.1638204,163.2917017,1457.741827,871.9914206,914.0467457,62.06403269,157.520169,907.0772676,1016.170284,138.4681493,1591.074434,880.8700177,1338.44856,375.979978,518.3277359,540.8744047,542.5090265,56.85304373,83.38579144,535.0962494,535.8902199,62.91486309,140.7726435
459,33435,1199.219074,1499.773746,284.8932137,2724.908554,1198.988677,1505.337927,286.2467201,516.4419349,1202.893009,1382.975892,268.7897503,2025.482868,1208.770675,1267.104218,94.83471576,188.8959143,1280.328491,1496.052736,211.662294,2955.731472,869.1838994,993.1638314,163.2923157,1457.741829,871.9914206,914.0468146,62.06466619,157.520169,907.0772676,1016.170284,138.4686923,1591.074434,880.8700177,1338.44856,375.9810538,518.3277359,540.8744047,542.509029,56.85317385,83.38585847,535.0962495,535.8902238,62.91497423,140.7726536
460,33508,1199.219074,1499.77386,284.8940557,2724.908554,1198.988677,1505.338127,286.2475553,516.4419349,1202.893009,1382.975893,268.7902306,2025.483047,1208.770675,1267.104411,94.83545378,188.8959146,1280.328491,1496.052736,211.6630523,2955.731472,869.1838994,993.1638421,163.2929297,1457.741831,871.9914207,914.0468817,62.0652997,157.520169,907.0772676,1016.170284,138.4692353,1591.074434,880.8700177,1338.44856,375.9821297,518.3277359,540.8744047,542.5090315,56.85330398,83.38592551,535.0962495,535.8902276,62.91508538,140.7726637
461,33581,1199.219074,1499.77397,284.8948977,2724.908555,1198.988677,1505.338321,286.2483905,516.4419349,1202.893009,1382.975895,268.790711,2025.483226,1208.770675,1267.104599,94.83619181,188.8959149,1280.328491,1496.052736,211.6638105,2955.731472,869.1838994,993.1638525,163.2935436,1457.741833,871.9914207,914.0469469,62.0659332,157.520169,907.0772676,1016.170284,138.4697783,1591.074434,880.8700177,1338.44856,375.9832055,518.3277359,540.8744047,542.5090338,56.85343411,83.38599255,535.0962495,535.8902313,62.91519652,140.7726738
462,33654,1199.219074,1499.774078,284.8957397,2724.908555,1198.988677,1505.338511,286.2492256,516.4419349,1202.893009,1382.975897,268.7911914,2025.483404,1208.770675,1267.104783,94.83692983,188.8959152,1280.328491,1496.052736,211.6645688,2955.731472,869.1838994,993.1638625,163.2941576,1457.741835,871.9914207,914.0470103,62.0665667,157.520169,907.0772676,1016.170284,138.4703213,1591.074434,880.8700177,1338.44856,375.9842813,518.3277359,540.8744048,542.5090361,56.85356423,83.38605959,535.0962495,535.8902348,62.91530767,140.7726839
463,33727,1199.219074,1499.774183,284.8965817,2724.908555,1198.988677,1505.338695,286.2500608,516.4419349,1202.893009,1382.975898,268.7916717,2025.483583,1208.770675,1267.104961,94.83766785,188.8959156,1280.328491,1496.052736,211.665327,2955.731472,869.1838994,993.1638722,163.2947716,1457.741837,871.9914207,914.0470719,62.0672002,157.520169,907.0772676,1016.170284,138.4708643,1591.074434,880.8700177,1338.44856,375.9853571,518.3277359,540.8744048,542.5090384,56.85369436,83.38612662,535.0962495,535.8902382,62.91541881,140.772694
464,33800,1199.219074,1499.774285,284.8974238,2724.908556,1198.988677,1505.338875,286.2508959,516.4419349,1202.893009,1382.9759,268.7921521,2025.483762,1208.770675,1267.105135,94.83840587,188.8959159,1280.328491,1496.052736,211.6660853,2955.731472,869.1838994,993.1638816,163.2953856,1457.741839,871.9914208,914.0471319,62.0678337,157.520169,907.0772676,1016.170284,138.4714073,1591.074434,880.8700177,1338.44856,375.9864329,518.3277359,540.8744048,542.5090405,56.85382449,83.38619366,535.0962496,535.8902415,62.91552995,140.7727041
465,33873,1199.219074,1499.774384,284.8982658,2724.908556,1198.988677,1505.33905,286.2517311,516.4419349,1202.893009,1382.975902,268.7926324,2025.483941,1208.770675,1267.105305,94.83914389,188.8959162,1280.328491,1496.052736,211.6668435,2955.731472,869.1838994,993.1638907,163.2959996,1457.741841,871.9914208,914.0471902,62.0684672,157.520169,907.0772676,1016.170284,138.4719502,1591.074434,880.8700177,1338.44856,375.9875088,518.3277359,540.8744048,542.5090426,56.85395462,83.3862607,535.0962496,535.8902447,62.9156411,140.7727142
466,33946,1199.219074,1499.774481,284.8991078,2724.908556,1198.988677,1505.339221,286.2525662,516.4419349,1202.893009,1382.975903,268.7931128,2025.484119,1208.770675,1267.10547,94.83988191,188.8959166,1280.328491,1496.052736,211.6676018,2955.731472,869.1838994,993.1638996,163.2966136,1457.741843,871.9914208,914.047247,62.0691007,157.520169,907.0772676,1016.170284,138.4724932,1591.074434,880.8700177,1338.44856,375.9885846,518.3277359,540.8744048,542.5090446,56.85408474,83.38632774,535.0962496,535.8902478,62.91575224,140.7727243
467,34019,1199.219074,1499.774575,284.8999498,2724.908556,1198.988677,1505.339388,286.2534014,516.4419349,1202.893009,1382.975904,268.7935932,2025.484298,1208.770675,1267.105631,94.84061993,188.8959169,1280.328491,1496.052736,211.66836,2955.731472,869.1838994,993.1639081,163.2972276,1457.741845,871.9914208,914.0473021,62.0697342,157.520169,907.0772676,1016.170284,138.4730362,1591.074434,880.8700177,1338.44856,375.9896604,518.3277359,540.8744048,542.5090465,56.85421487,83.38639477,535.0962496,535.8902508,62.91586339,140.7727344
