,,DASE_C,,,,DASE_O,,,,AD_S,,,,POET_S,,,,NREL_S,,,,AD_N,,,,POET_N,,,,NREL_N,,,,CS_N,,,,GWC16,,,,GWC20,,,
,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
188,13652,1199.21907,1492.999016,284.6650062,2724.90848,1198.988668,1496.636978,286.0203679,516.4419349,1202.893009,1381.886331,268.6595645,2025.434423,1208.730315,1258.249405,94.63469348,188.8958254,1280.328491,1496.04631,211.456787,2955.731472,869.1838987,991.1711874,163.1259064,1457.741303,871.826109,909.4001335,61.89296866,157.5201679,907.0772663,1016.167998,138.3215285,1591.074433,880.8700177,1338.44856,375.6894209,518.3277359,540.761662,541.6708016,56.81790814,83.36769089,534.9896092,534.886699,62.88485324,140.7699171
189,13725,1199.21907,1493.181079,284.6658483,2724.908481,1198.988669,1496.859592,286.0212032,516.4419349,1202.893009,1381.925756,268.6600449,2025.434601,1208.732479,1258.47777,94.63543164,188.8958258,1280.328491,1496.046714,211.4575454,2955.731472,869.1838988,991.2339961,163.1265205,1457.741305,871.8335147,909.5279143,61.8936023,157.5201679,907.0772664,1016.16815,138.3220716,1591.074433,880.8700177,1338.44856,375.6904974,518.3277359,540.7666581,541.6992474,56.81803828,83.36775793,534.9943593,534.9197541,62.88496439,140.7699272
190,13798,1199.21907,1493.358252,284.6666905,2724.908481,1198.988669,1497.076516,286.0220385,516.4419349,1202.893009,1381.963754,268.6605254,2025.43478,1208.734527,1258.700251,94.63616979,188.8958261,1280.328491,1496.047092,211.4583038,2955.731472,869.1838988,991.2948253,163.1271346,1457.741307,871.8405886,909.6521831,61.89423593,157.5201679,907.0772665,1016.168291,138.3226147,1591.074433,880.8700177,1338.44856,375.6915738,518.3277359,540.7714327,541.726728,56.81816841,83.36782497,534.9988978,534.9517204,62.88507554,140.7699373
191,13871,1199.219071,1493.530667,284.6675327,2724.908481,1198.98867,1497.287895,286.0228739,516.4419349,1202.893009,1382.000378,268.6610058,2025.434959,1208.736466,1258.916999,94.63690795,188.8958264,1280.328491,1496.047447,211.4590622,2955.731472,869.1838989,991.3537375,163.1277488,1457.741309,871.8473457,909.7730364,61.89486957,157.5201679,907.0772666,1016.168424,138.3231578,1591.074433,880.8700177,1338.44856,375.6926503,518.3277359,540.7759958,541.7532761,56.81829855,83.36789201,535.0032342,534.9826339,62.8851867,140.7699474
192,13944,1199.219071,1493.698451,284.6683749,2724.908481,1198.988671,1497.49387,286.0237092,516.4419349,1202.893009,1382.035676,268.6614862,2025.435138,1208.738301,1259.128162,94.6376461,188.8958268,1280.328491,1496.047779,211.4598206,2955.731472,869.183899,991.4107931,163.1283629,1457.741311,871.8538,909.890568,61.8955032,157.5201679,907.0772667,1016.168547,138.3237009,1591.074433,880.8700177,1338.44856,375.6937267,518.3277359,540.7803567,541.7789234,56.81842869,83.36795905,535.0073774,535.0125293,62.88529785,140.7699575
193,14017,1199.219072,1493.861729,284.6692171,2724.908482,1198.988671,1497.694581,286.0245446,516.4419349,1202.893009,1382.069698,268.6619666,2025.435317,1208.740037,1259.333884,94.63838425,188.8958271,1280.328491,1496.048091,211.460579,2955.731472,869.183899,991.4660506,163.128977,1457.741313,871.8599652,910.0048692,61.89613684,157.5201679,907.0772668,1016.168663,138.324244,1591.074433,880.8700177,1338.44856,375.6948031,518.3277359,540.7845243,541.8037003,56.81855882,83.36802609,535.011336,535.0414401,62.885409,140.7699676
194,14090,1199.219072,1494.020622,284.6700593,2724.908482,1198.988672,1497.890161,286.0253799,516.4419349,1202.893009,1382.102488,268.662447,2025.435495,1208.74168,1259.534304,94.63912241,188.8958274,1280.328491,1496.048383,211.4613374,2955.731472,869.1838991,991.5195667,163.1295911,1457.741315,871.8658542,910.1160289,61.89677047,157.5201679,907.0772669,1016.16877,138.324787,1591.074433,880.8700177,1338.44856,375.6958796,518.3277359,540.7885073,541.8276366,56.81868896,83.36809313,535.0151184,535.0693987,62.88552015,140.7699777
195,14163,1199.219072,1494.175248,284.6709014,2724.908482,1198.988672,1498.080741,286.0262152,516.4419349,1202.893009,1382.134092,268.6629275,2025.435674,1208.743235,1259.72956,94.63986056,188.8958277,1280.328491,1496.048657,211.4620958,2955.731472,869.1838991,991.5713962,163.1302052,1457.741317,871.8714794,910.2241334,61.89740411,157.5201679,907.077267,1016.168871,138.3253301,1591.074433,880.8700177,1338.44856,375.696956,518.3277359,540.7923137,541.8507605,56.8188191,83.36816017,535.0187322,535.0964364,62.8856313,140.7699878
196,14236,1199.219072,1494.32572,284.6717436,2724.908483,1198.988673,1498.26645,286.0270505,516.4419349,1202.893009,1382.164552,268.6634079,2025.435853,1208.744706,1259.919785,94.64059871,188.8958281,1280.328491,1496.048913,211.4628542,2955.731472,869.1838991,991.6215923,163.1308194,1457.741318,871.8768526,910.3292666,61.89803774,157.5201679,907.077267,1016.168965,138.3258732,1591.074433,880.8700177,1338.44856,375.6980324,518.3277359,540.7959515,541.8730999,56.81894923,83.36822721,535.0221851,535.1225837,62.88574245,140.7699979
197,14309,1199.219073,1494.472152,284.6725858,2724.908483,1198.988673,1498.447411,286.0278859,516.4419349,1202.893009,1382.19391,268.6638883,2025.436032,1208.746099,1260.105108,94.64133686,188.8958284,1280.328491,1496.049153,211.4636126,2955.731472,869.1838992,991.6702065,163.1314335,1457.74132,871.8819851,910.4315103,61.89867137,157.5201679,907.0772671,1016.169052,138.3264163,1591.074433,880.8700177,1338.44856,375.6991089,518.3277359,540.7994281,541.8946812,56.81907937,83.36829425,535.0254842,535.1478698,62.8858536,140.770008
198,14382,1199.219073,1494.614651,284.673428,2724.908483,1198.988674,1498.623747,286.0287212,516.4419349,1202.893009,1382.222206,268.6643687,2025.43621,1208.747417,1260.285655,94.64207501,188.8958287,1280.328491,1496.049379,211.464371,2955.731472,869.1838992,991.7172887,163.1320476,1457.741322,871.8868877,910.5309438,61.89930501,157.520168,907.0772671,1016.169134,138.3269594,1591.074433,880.8700177,1338.44856,375.7001853,518.3277359,540.8027506,541.9155302,56.8192095,83.36836129,535.0286363,535.1723231,62.88596475,140.7700181
199,14455,1199.219073,1494.753323,284.6742701,2724.908483,1198.988674,1498.795576,286.0295565,516.4419349,1202.893009,1382.249478,268.6648491,2025.436389,1208.748664,1260.461551,94.64281316,188.895829,1280.328491,1496.04959,211.4651294,2955.731472,869.1838992,991.762887,163.1326617,1457.741324,871.8915706,910.6276444,61.89993864,157.520168,907.0772672,1016.169211,138.3275025,1591.074433,880.8700177,1338.44856,375.7012617,518.3277359,540.8059258,541.9356717,56.81933964,83.36842833,535.031648,535.1959711,62.8860759,140.7700282
200,14528,1199.219073,1494.88827,284.6751123,2724.908484,1198.988674,1498.963012,286.0303919,516.4419349,1202.893009,1382.275763,268.6653296,2025.436568,1208.749845,1260.632913,94.64355131,188.8958294,1280.328491,1496.049788,211.4658878,2955.731472,869.1838992,991.8070483,163.1332758,1457.741326,871.8960438,910.7216871,61.90057227,157.520168,907.0772672,1016.169282,138.3280456,1591.074433,880.8700177,1338.44856,375.7023381,518.3277359,540.8089604,541.9551297,56.81946978,83.36849537,535.0345256,535.2188402,62.88618705,140.7700383
201,14601,1199.219073,1495.019593,284.6759545,2724.908484,1198.988674,1499.126168,286.0312272,516.4419349,1202.893009,1382.301098,268.66581,2025.436747,1208.750962,1260.79986,94.64428946,188.8958297,1280.328491,1496.049973,211.4666462,2955.731472,869.1838993,991.8498179,163.13389,1457.741328,871.9003165,910.8131451,61.9012059,157.520168,907.0772673,1016.169349,138.3285887,1591.074433,880.8700177,1338.44856,375.7034146,518.3277359,540.8118605,541.9739275,56.81959991,83.36856241,535.037275,535.240956,62.8862982,140.7700484
202,14674,1199.219073,1495.147389,284.6767967,2724.908484,1198.988675,1499.285153,286.0320625,516.4419349,1202.893009,1382.325515,268.6662904,2025.436925,1208.752019,1260.962505,94.64502761,188.89583,1280.328491,1496.050147,211.4674046,2955.731472,869.1838993,991.8912396,163.1345041,1457.74133,871.9043979,910.9020894,61.90183953,157.520168,907.0772673,1016.169411,138.3291317,1591.074433,880.8700177,1338.44856,375.704491,518.3277359,540.8146321,541.9920875,56.81973005,83.36862945,535.0399019,535.2623435,62.88640936,140.7700585
203,14747,1199.219073,1495.271753,284.6776389,2724.908484,1198.988675,1499.440075,286.0328979,516.4419349,1202.893009,1382.349049,268.6667708,2025.437104,1208.75302,1261.120959,94.64576576,188.8958304,1280.328491,1496.050309,211.4681629,2955.731472,869.1838993,991.9313558,163.1351182,1457.741332,871.9082964,910.988589,61.90247316,157.520168,907.0772673,1016.169469,138.3296748,1591.074433,880.8700177,1338.44856,375.7055674,518.3277359,540.8172809,542.0096312,56.81986018,83.36869649,535.0424118,535.2830266,62.88652051,140.7700686
204,14820,1199.219074,1495.392777,284.678481,2724.908485,1198.988675,1499.591036,286.0337332,516.4419349,1202.893009,1382.371732,268.6672512,2025.437283,1208.753966,1261.27533,94.64650391,188.8958307,1280.328491,1496.050462,211.4689213,2955.731472,869.1838993,991.9702079,163.1357323,1457.741334,871.9120203,911.0727112,61.90310679,157.520168,907.0772674,1016.169523,138.3302179,1591.074433,880.8700177,1338.44856,375.7066438,518.3277359,540.8198123,542.0265796,56.81999032,83.36876353,535.04481,535.3030286,62.88663166,140.7700787
205,14893,1199.219074,1495.510551,284.6793232,2724.908485,1198.988675,1499.738138,286.0345685,516.4419349,1202.893009,1382.393594,268.6677316,2025.437462,1208.754862,1261.425723,94.64724205,188.895831,1280.328491,1496.050605,211.4696797,2955.731472,869.1838993,992.0078355,163.1363464,1457.741336,871.9155773,911.1545214,61.90374042,157.520168,907.0772674,1016.169574,138.330761,1591.074433,880.8700177,1338.44856,375.7077202,518.3277359,540.8222315,542.0429529,56.82012046,83.36883057,535.0471013,535.3223717,62.88674281,140.7700888
206,14966,1199.219074,1495.625161,284.6801654,2724.908485,1198.988675,1499.88148,286.0354038,516.4419349,1202.893009,1382.414665,268.6682121,2025.437641,1208.75571,1261.572241,94.6479802,188.8958313,1280.328491,1496.050739,211.4704381,2955.731472,869.1838993,992.0442773,163.1369605,1457.741338,871.918975,911.2340829,61.90437405,157.520168,907.0772674,1016.169621,138.3313041,1591.074433,880.8700177,1338.44856,375.7087966,518.3277359,540.8245435,542.0587706,56.82025059,83.36889762,535.0492905,535.3410778,62.88685396,140.7700989
207,15039,1199.219074,1495.736694,284.6810075,2724.908486,1198.988675,1500.021158,286.0362392,516.4419349,1202.893009,1382.434973,268.6686925,2025.437819,1208.756513,1261.714983,94.64871835,188.8958317,1280.328491,1496.050865,211.4711965,2955.731472,869.1838993,992.0795706,163.1375746,1457.74134,871.9222205,911.3114578,61.90500768,157.520168,907.0772674,1016.169665,138.3318472,1591.074433,880.8700177,1338.44856,375.709873,518.3277359,540.8267531,542.0740516,56.82038073,83.36896466,535.0513822,535.3591677,62.88696511,140.770109
208,15112,1199.219074,1495.845231,284.6818497,2724.908486,1198.988676,1500.157266,286.0370745,516.4419349,1202.893009,1382.454547,268.6691729,2025.437998,1208.757272,1261.854047,94.64945649,188.895832,1280.328491,1496.050982,211.4719549,2955.731472,869.1838994,992.1137516,163.1381888,1457.741342,871.9253206,911.3867059,61.9056413,157.520168,907.0772674,1016.169706,138.3323903,1591.074433,880.8700177,1338.44856,375.7109494,518.3277359,540.8288647,542.0888141,56.82051086,83.3690317,535.0533808,535.3766619,62.88707626,140.7701191
209,15185,1199.219074,1495.950853,284.6826919,2724.908486,1198.988676,1500.289894,286.0379098,516.4419349,1202.893009,1382.473412,268.6696533,2025.438177,1208.757991,1261.989527,94.65019464,188.8958323,1280.328491,1496.051093,211.4727133,2955.731472,869.1838994,992.1468555,163.1388029,1457.741344,871.9282818,911.4598859,61.90627493,157.520168,907.0772674,1016.169745,138.3329333,1591.074433,880.8700177,1338.44856,375.7120258,518.3277359,540.8308828,542.1030756,56.820641,83.36909874,535.0552903,535.3935799,62.88718741,140.7701292
210,15258,1199.219074,1496.053638,284.6835341,2724.908486,1198.988676,1500.419132,286.0387451,516.4419349,1202.893009,1382.491595,268.6701337,2025.438356,1208.758671,1262.121517,94.65093278,188.8958327,1280.328491,1496.051196,211.4734717,2955.731472,869.1838994,992.1789161,163.139417,1457.741346,871.9311104,911.5310546,61.90690856,157.520168,907.0772675,1016.16978,138.3334764,1591.074433,880.8700177,1338.44856,375.7131022,518.3277359,540.8328114,542.1168532,56.82077114,83.36916578,535.0571148,535.4099408,62.88729856,140.7701393
211,15331,1199.219074,1496.153663,284.6843762,2724.908487,1198.988676,1500.545067,286.0395804,516.4419349,1202.893009,1382.50912,268.6706141,2025.438534,1208.759315,1262.250105,94.65167093,188.895833,1280.328491,1496.051293,211.4742301,2955.731472,869.1838994,992.2099663,163.1400311,1457.741348,871.9338122,911.6002672,61.90754218,157.520168,907.0772675,1016.169814,138.3340195,1591.074433,880.8700177,1338.44856,375.7141786,518.3277359,540.8346546,542.1301632,56.82090127,83.36923282,535.058858,535.4257627,62.88740971,140.7701493
212,15404,1199.219074,1496.251001,284.6852184,2724.908487,1198.988676,1500.667782,286.0404158,516.4419349,1202.893009,1382.526011,268.6710946,2025.438713,1208.759924,1262.37538,94.65240907,188.8958333,1280.328491,1496.051384,211.4749884,2955.731472,869.1838994,992.2400379,163.1406452,1457.74135,871.936393,911.6675774,61.90817581,157.520168,907.0772675,1016.169845,138.3345626,1591.074433,880.8700177,1338.44856,375.715255,518.3277359,540.8364161,542.1430217,56.82103141,83.36929986,535.0605236,535.4410636,62.88752086,140.7701594
213,15477,1199.219074,1496.345725,284.6860606,2724.908487,1198.988676,1500.78736,286.0412511,516.4419349,1202.893009,1382.54229,268.671575,2025.438892,1208.760501,1262.497427,94.65314721,188.8958336,1280.328491,1496.051469,211.4757468,2955.731472,869.1838994,992.2691619,163.1412593,1457.741352,871.9388582,911.7330377,61.90880944,157.520168,907.0772675,1016.169874,138.3351057,1591.074433,880.8700177,1338.44856,375.7163314,518.3277359,540.8380996,542.1554438,56.82116154,83.3693669,535.0621149,535.4558605,62.88763201,140.7701695
214,15550,1199.219074,1496.437906,284.6869027,2724.908487,1198.988676,1500.903882,286.0420864,516.4419349,1202.893009,1382.557981,268.6720554,2025.439071,1208.761047,1262.616329,94.65388536,188.895834,1280.328491,1496.051548,211.4765052,2955.731472,869.1838994,992.297368,163.1418734,1457.741353,871.941213,911.7966988,61.90944306,157.520168,907.0772675,1016.169902,138.3356488,1591.074433,880.8700177,1338.44856,375.7174078,518.3277359,540.8397084,542.1674443,56.82129168,83.36943394,535.0636354,535.4701701,62.88774316,140.7701796
215,15623,1199.219074,1496.52761,284.6877449,2724.908488,1198.988676,1501.017425,286.0429217,516.4419349,1202.893009,1382.573104,268.6725358,2025.439249,1208.761563,1262.732166,94.6546235,188.8958343,1280.328491,1496.051623,211.4772636,2955.731472,869.1838994,992.3246852,163.1424875,1457.741355,871.9434622,911.8586101,61.91007668,157.520168,907.0772675,1016.169927,138.3361918,1591.074433,880.8700177,1338.44856,375.7184842,518.3277359,540.841246,542.1790377,56.82142181,83.36950098,535.0650882,535.4840084,62.88785431,140.7701897
216,15696,1199.219074,1496.614905,284.6885871,2724.908488,1198.988676,1501.128066,286.043757,516.4419349,1202.893009,1382.58768,268.6730162,2025.439428,1208.762052,1262.845019,94.65536164,188.8958346,1280.328491,1496.051693,211.478022,2955.731472,869.1838994,992.3511415,163.1431017,1457.741357,871.9456107,911.9188198,61.91071031,157.520168,907.0772675,1016.169951,138.3367349,1591.074433,880.8700177,1338.44856,375.7195606,518.3277359,540.8427154,542.1902377,56.82155195,83.36956802,535.0664762,535.497391,62.88796546,140.7701998
217,15769,1199.219074,1496.699856,284.6894292,2724.908488,1198.988676,1501.235879,286.0445924,516.4419349,1202.893009,1382.601728,268.6734966,2025.439607,1208.762514,1262.954964,94.65609978,188.8958349,1280.328491,1496.051759,211.4787804,2955.731472,869.1838994,992.376764,163.1437158,1457.741359,871.947663,911.9773747,61.91134393,157.520168,907.0772675,1016.169973,138.337278,1591.074433,880.8700177,1338.44856,375.7206369,518.3277359,540.8441197,542.2010576,56.82168208,83.36963506,535.0678025,535.5103328,62.88807661,140.7702099
218,15842,1199.219074,1496.782526,284.6902714,2724.908489,1198.988676,1501.340935,286.0454277,516.4419349,1202.893009,1382.615268,268.673977,2025.439786,1208.762952,1263.062076,94.65683792,188.8958353,1280.328491,1496.05182,211.4795388,2955.731472,869.1838994,992.401579,163.1443299,1457.741361,871.9496233,912.0343202,61.91197755,157.520168,907.0772675,1016.169994,138.3378211,1591.074433,880.8700177,1338.44856,375.7217133,518.3277359,540.8454617,542.2115104,56.82181222,83.3697021,535.0690696,535.5228483,62.88818776,140.77022
219,15915,1199.219074,1496.862975,284.6911136,2724.908489,1198.988676,1501.443307,286.046263,516.4419349,1202.893009,1382.628318,268.6744575,2025.439965,1208.763366,1263.166428,94.65757606,188.8958356,1280.328491,1496.051878,211.4802971,2955.731472,869.1838994,992.425612,163.144944,1457.741363,871.9514958,912.0897005,61.91261118,157.520168,907.0772675,1016.170013,138.3383642,1591.074433,880.8700177,1338.44856,375.7227897,518.3277359,540.8467443,542.2216085,56.82194236,83.36976914,535.0702803,535.5349516,62.88829891,140.7702301
220,15988,1199.219074,1496.941263,284.6919557,2724.908489,1198.988676,1501.543061,286.0470983,516.4419349,1202.893009,1382.640896,268.6749379,2025.440143,1208.763758,1263.268091,94.6583142,188.8958359,1280.328491,1496.051932,211.4810555,2955.731472,869.1838994,992.4488876,163.1455581,1457.741365,871.9532844,912.1435588,61.9132448,157.520168,907.0772675,1016.170031,138.3389072,1591.074433,880.8700177,1338.44856,375.7238661,518.3277359,540.8479701,542.2313639,56.82207249,83.36983618,535.0714371,535.5466564,62.88841006,140.7702402
221,16061,1199.219074,1497.017449,284.6927979,2724.908489,1198.988676,1501.640265,286.0479336,516.4419349,1202.893009,1382.653019,268.6754183,2025.440322,1208.764129,1263.367134,94.65905234,188.8958363,1280.328491,1496.051982,211.4818139,2955.731472,869.1838994,992.4714297,163.1461722,1457.741367,871.9549929,912.1959367,61.91387842,157.520168,907.0772675,1016.170048,138.3394503,1591.074433,880.8700177,1338.44856,375.7249424,518.3277359,540.8491416,542.2407883,56.82220263,83.36990322,535.0725423,535.5579756,62.88852122,140.7702503
