"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"477",34749,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983283,1280.32860077828,869.183908495338,871.991471973515,907.077281186489,880.870199669495,540.874442404446,535.096285453744
"478",34822,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983303,1280.32860077828,869.183908495338,871.991471983496,907.077281186489,880.870199669495,540.874442411856,535.096285460398
"479",34895,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983323,1280.32860077828,869.183908495338,871.991471993024,907.077281186489,880.870199669495,540.874442418932,535.096285466752
"480",34968,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983342,1280.32860077828,869.183908495338,871.99147200212,907.077281186489,880.870199669495,540.87444242569,535.096285472819
"481",35041,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983359,1280.32860077828,869.183908495338,871.991472010805,907.077281186489,880.870199669495,540.874442432145,535.096285478611
"482",35114,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983376,1280.32860077828,869.183908495338,871.991472019095,907.077281186489,880.870199669495,540.874442438309,535.096285484143
"483",35187,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983392,1280.32860077828,869.183908495338,871.99147202701,907.077281186489,880.870199669495,540.874442444196,535.096285489424
"484",35260,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983407,1280.32860077828,869.183908495338,871.991472034566,907.077281186489,880.870199669495,540.874442449819,535.096285494468
"485",35333,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983421,1280.32860077828,869.183908495338,871.991472041779,907.077281186489,880.870199669495,540.874442455189,535.096285499283
"486",35406,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983434,1280.32860077828,869.183908495338,871.991472048666,907.077281186489,880.870199669495,540.874442460317,535.096285503881
"487",35479,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983447,1280.32860077828,869.183908495338,871.99147205524,907.077281186489,880.870199669495,540.874442465215,535.096285508272
"488",35552,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983459,1280.32860077828,869.183908495338,871.991472061516,907.077281186489,880.870199669495,540.874442469893,535.096285512464
"489",35625,1199.21908336128,1198.98868614917,1202.89327560634,1208.7706698347,1280.32860077828,869.183908495338,871.991472067508,907.077281186489,880.870199669495,540.87444247436,535.096285516467
"490",35698,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983481,1280.32860077828,869.183908495338,871.991472073229,907.077281186489,880.870199669495,540.874442478627,535.096285520289
"491",35771,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983491,1280.32860077828,869.183908495338,871.99147207869,907.077281186489,880.870199669495,540.874442482702,535.096285523938
"492",35844,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983501,1280.32860077828,869.183908495338,871.991472083903,907.077281186489,880.870199669495,540.874442486594,535.096285527423
"493",35917,1199.21908336128,1198.98868614917,1202.89327560634,1208.7706698351,1280.32860077828,869.183908495338,871.991472088881,907.077281186489,880.870199669495,540.874442490311,535.09628553075
"494",35990,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983519,1280.32860077828,869.183908495338,871.991472093632,907.077281186489,880.870199669495,540.87444249386,535.096285533928
"495",36063,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983527,1280.32860077828,869.183908495338,871.991472098169,907.077281186489,880.870199669495,540.874442497251,535.096285536961
"496",36136,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983535,1280.32860077828,869.183908495338,871.991472102499,907.077281186489,880.870199669495,540.874442500489,535.096285539858
"497",36209,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983542,1280.32860077828,869.183908495338,871.991472106634,907.077281186489,880.870199669495,540.874442503581,535.096285542624
"498",36282,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983549,1280.32860077828,869.183908495338,871.991472110581,907.077281186489,880.870199669495,540.874442506534,535.096285545268
"499",36355,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983556,1280.32860077828,869.183908495338,871.991472114349,907.077281186489,880.870199669495,540.874442509355,535.096285547795
"500",36428,1199.21908336128,1198.98868614917,1202.89327560634,1208.77066983562,1280.32860077828,869.183908495338,871.991472117946,907.077281186489,880.870199669495,540.874442512048,535.09628555021
